0,0,1.478632,0.008628,0.399016,0.228655,0.072318,0.306637,0,0
0,0.058236,1.362463,0.009394,0.59501,0.268266,0.054227,0.22159,0.037992,0.089663
0.410401,0.018379,1.30517,0.006926,0.576085,0.278093,0.05954,0.251498,0.533425,0.021226
0.52105,0.013754,1.429645,0.00623,0.522889,0.269976,0.068523,0.27956,0.596182,0.021532
0.453213,0.011487,1.423277,0.005829,0.518648,0.26412,0.067185,0.26868,0.47029,0.022742
0.831444,0.018981,1.375191,0.004918,0.513419,0.259743,0.06634,0.26239,1.110113,0.032331
0.436924,0.008011,1.422306,0.005203,0.486326,0.256479,0.067792,0.277735,0.357449,0.014731
0.254465,0.023506,1.359987,0.00443,0.55708,0.263379,0.055237,0.237183,0.264116,0.051834
0.255303,0.013302,1.359526,0.004216,0.55834,0.264926,0.060798,0.249262,0.281758,0.027615
0.294011,0.032553,1.372,0.005964,0.614273,0.271851,0.052949,0.226029,0.327392,0.062394
0.204255,0.021039,1.341882,0.005918,0.605909,0.283928,0.054007,0.234741,0.208405,0.043487
0.833135,0.038072,1.266901,0.00574,0.598688,0.272691,0.053111,0.21864,1.199468,0.066976
0.446093,0.009067,1.351178,0.004245,0.503075,0.259887,0.068577,0.268307,0.34608,0.007064
0.127467,0.007751,1.412443,0.007153,0.506333,0.254549,0.066699,0.266451,0.080808,0.015222
0.504145,0.048006,1.348268,0.005782,0.640871,0.283365,0.053632,0.215998,0.612153,0.086776
0.402829,0.036891,1.338985,0.005869,0.639753,0.287061,0.054623,0.217792,0.338827,0.062123
0.261779,0.045532,1.332702,0.005954,0.64792,0.283709,0.051926,0.215518,0.226467,0.072241
0.345527,0.01054,1.322017,0.006025,0.529144,0.281527,0.057141,0.249993,0.424958,0.012863
0.373041,0.023776,1.348074,0.006596,0.560746,0.282412,0.059759,0.246461,0.369722,0.044312
0.8979,0.01433,1.358155,0.00679,0.53601,0.284654,0.058912,0.257138,1.064043,0.025881
0.578702,0.047443,1.241897,0.005949,0.589129,0.287922,0.050324,0.217815,0.532752,0.092886
0.555195,0.057988,1.243314,0.004104,0.645412,0.306334,0.048249,0.204693,0.580657,0.084126
0.118047,0.048926,1.314281,0.006781,0.668321,0.30579,0.049873,0.208553,0,0.075551
0.753478,0.062044,1.274662,0.005031,0.662575,0.308591,0.050975,0.21063,1.048034,0.091605
0.50585,0.061405,1.252639,0.005018,0.645698,0.296153,0.053124,0.213076,0.469499,0.082359
0.501676,0.020058,1.313589,0.005751,0.563173,0.283229,0.056583,0.233838,0.56695,0.02353
0.863696,0.027742,1.371166,0.004337,0.516157,0.268592,0.05832,0.241648,1.021534,0.049703
0.610341,0.039363,1.403204,0.006507,0.575885,0.287789,0.060679,0.238463,0.53862,0.063381
0.570868,0.03027,1.394993,0.005535,0.582436,0.290205,0.053427,0.234725,0.586818,0.052299
0.539923,0.060698,1.342756,0.004767,0.609879,0.29446,0.053367,0.222667,0.541709,0.092193
0.684254,0.014253,1.40658,0.005607,0.505931,0.274055,0.063405,0.259578,0.79452,0.013803
0.939081,0.005186,1.516791,0.005293,0.400661,0.249383,0.071735,0.297233,1.02183,0.001739
1.109316,0.023917,1.443292,0.005187,0.479551,0.265585,0.065011,0.262625,1.2,0.046343
0.689562,0.047313,1.446057,0.004885,0.602335,0.293824,0.058424,0.247002,0.514706,0.085157
0.971684,0.006641,1.403249,0.005137,0.424405,0.24152,0.063782,0.269998,1.176211,0.003333
1.025441,0.039025,1.35745,0.003344,0.547639,0.275036,0.060629,0.250897,1.007414,0.055587
0.757844,0.033644,1.318752,0.003584,0.556551,0.276189,0.054314,0.238995,0.674283,0.040688
1.032868,0.043797,1.308661,0.004506,0.559689,0.277956,0.055753,0.233423,1.107428,0.059339
0.19729,0.031426,1.306979,0.00701,0.574163,0.279657,0.057262,0.227959,0.310895,0.1
0.584285,0.034319,1.299764,0.005086,0.563542,0.280457,0.058237,0.231791,0.744292,0.045763
0.390337,0.065643,1.245427,0.006105,0.599874,0.281911,0.049198,0.206736,0.316577,0.092365
0.670857,0.011177,1.33645,0.005144,0.499807,0.262931,0.064415,0.259371,0.763809,0.00533
0.201503,0.049187,1.281052,0.006488,0.542158,0.26141,0.052238,0.225244,0.067755,0.07395
0.804095,0.068434,1.206717,0.003368,0.661968,0.298453,0.046403,0.189938,1.002435,0.092281
0.25203,0.011187,1.320601,0.003954,0.53943,0.27743,0.052314,0.225389,0.064848,0
0.248288,0.019055,1.355253,0.005195,0.561127,0.269339,0.049724,0.216601,0.295178,0.033237
0.426916,0.043373,1.301644,0.004709,0.644598,0.292641,0.046915,0.192356,0.455968,0.060899
0.922339,0.012609,1.365667,0.004063,0.568515,0.286907,0.054385,0.227432,1.061994,0.012685
1.280544,0.030226,1.440065,0.003126,0.616032,0.302789,0.055479,0.231214,1.194886,0.052157
1.253377,0.00995,1.387944,0.003249,0.522674,0.277216,0.061087,0.248243,1.164941,0.010948
0.843306,0.063712,1.331161,0.004322,0.65291,0.295411,0.044896,0.196957,0.757315,0.09838
0.637172,0.0152,1.384354,0.004406,0.581447,0.287207,0.053267,0.21711,0.586655,0.009267
0.419604,0.04451,1.32747,0.003323,0.617206,0.27099,0.044132,0.181689,0.367919,0.073453
0.841543,0.065328,1.25413,0.003215,0.66877,0.295573,0.037193,0.17372,0.966579,0.093897
0.520761,0.034965,1.280566,0.003323,0.631286,0.284651,0.043196,0.187969,0.377562,0.045271
0.490227,0.046239,1.177626,0.003527,0.597165,0.259144,0.037556,0.169098,0.538132,0.073234
0.738492,0.027332,1.104661,0.003018,0.45689,0.224689,0.034714,0.166268,0.948971,0.048005